F/S/C,A-L,,,mm/dd/yyyy,mm/dd/yyyy,mm/dd/yyyy,Initials,"Dry masses (g), to 0.1",,,,,,,
S,D,2023,305,11/1/2023,3/4/2025,4/17/2025,AES,4.1,16.6,4.9,7.9,NA,0.0,2.7,
S,E,2023,305,11/1/2023,3/4/2025,4/17/2025,AES,10.1,13.3,5.1,3.8,NA,0.0,2.1,
S,F,2023,305,11/1/2023,3/4/2025,4/17/2025,AES,7.8,14.9,8.1,6.8,NA,0.0,1.9,
S,G,2023,305,11/1/2023,3/4/2025,4/17/2025,AES,0.6,12.8,12.1,7.7,NA,0.0,1.8,
S,H,2023,305,11/1/2023,3/4/2025,4/17/2025,AES,0.5,5.9,13.5,20.4,NA,0.1,4.7,
S,I,2023,305,11/1/2023,3/4/2025,4/17/2025,AES,3.2,14.8,7.6,5.8,NA,0.0,2.3,
S,J,2023,305,11/1/2023,3/4/2025,4/17/2025,AES,2.6,23.4,8.9,7.5,NA,0.0,3.7,
S,K,2023,305,11/1/2023,3/4/2025,4/17/2025,AES,12.3,16.4,7.5,6.1,NA,0.1,3.1,
S,L,2023,305,11/1/2023,3/4/2025,4/17/2025,AES,11.9,10.4,5.7,16.5,NA,0.0,2.6,
F,A,2023,305,11/1/2023,3/7/2025,4/17/2025,AES,4.9,53.8,3.1,6.4,NA,0.2,4.1,
F,B,2023,305,11/1/2023,3/7/2025,4/17/2025,AES,5.0,55.8,1.7,13.3,NA,0.3,2.8,
F,C,2023,305,11/1/2023,3/7/2025,4/17/2025,AES,4.6,45.2,3.9,6.7,NA,0.0,2.4,
F,D,2023,305,11/1/2023,3/7/2025,4/17/2025,AES,3.9,40.2,4.0,7.4,NA,0.0,3.0,
F,E,2023,305,11/1/2023,3/7/2025,4/17/2025,AES,4.1,33.4,4.3,5.8,NA,0.0,1.8,
F,F,2023,305,11/1/2023,3/7/2025,4/17/2025,AES,9.7,41.0,3.8,12.9,NA,0.0,3.0,
F,G,2023,305,11/1/2023,3/7/2025,4/17/2025,AES,4.4,30.3,12.3,18.4,NA,0.0,8.5,
F,H,2023,305,11/1/2023,3/7/2025,4/17/2025,AES,7.6,15.0,5.9,11.7,NA,0.1,2.4,
F,I,2023,305,11/1/2023,3/7/2025,4/17/2025,AES,7.2,32.8,10.4,17.4,NA,0.0,6.9,
F,J,2023,305,11/1/2023,3/7/2025,4/17/2025,AES,6.2,41.2,9.1,16.3,NA,2.1,6.0,
F,K,2023,305,11/1/2023,3/7/2025,4/17/2025,AES,1.8,30.2,9.4,14.8,NA,0.0,10.1,
F,L,2023,305,11/1/2023,3/7/2025,4/17/2025,AES,3.3,26.0,3.8,8.8,NA,2.3,2.4,
C,A,2023,348,12/14/2023,3/11/2025,4/17/2025,AES,6.9,4.2,22.5,47.4,NA,0.5,7.0,
C,B,2023,348,12/14/2023,3/11/2025,4/17/2025,AES,5.8,1.7,22.7,47.7,NA,0.1,6.5,
C,C,2023,348,12/14/2023,3/11/2025,4/17/2025,AES,1.8,3.9,34.2,28.9,NA,1.1,16.2,
C,D,2023,348,12/14/2023,3/11/2025,4/17/2025,AES,1.5,5.1,25.4,27.2,NA,0.7,8.2,
C,E,2023,348,12/14/2023,3/11/2025,4/17/2025,AES,1.2,2.1,21.6,73.0,NA,0.0,38.2,
C,F,2023,348,12/14/2023,3/11/2025,4/17/2025,AES,0.1,3.8,20.2,58.1,NA,18.1,22.6,
C,G,2023,348,12/14/2023,3/11/2025,4/17/2025,AES,0.3,4.9,15.0,52.3,NA,1.1,4.5,
C,H,2023,348,12/14/2023,3/11/2025,4/17/2025,AES,1.3,7.1,14.6,79.7,NA,0.6,10.7,
C,I,2023,348,12/14/2023,3/11/2025,4/17/2025,AES,4.1,3.4,18.6,31.4,NA,0.1,4.3,
C,J,2023,348,12/14/2023,3/11/2025,4/17/2025,AES,5.8,4.1,13.9,45.4,NA,2.1,7.0,
C,K,2023,348,12/14/2023,3/11/2025,4/17/2025,AES,2.6,2.7,23.8,38.4,NA,1.8,5.3,
C,L,2023,348,12/14/2023,3/11/2025,4/17/2025,AES,1.5,2.0,18.5,22.5,NA,1.6,10.2,
S,A,2023,348,12/14/2023,3/11/2025,4/17/2025,AES,17.2,3.4,22.9,9.7,NA,0.2,10.1,
S,B,2023,348,12/14/2023,3/11/2025,4/17/2025,AES,20.4,4.7,16.3,9.3,NA,2.6,11.6,
S,C,2023,348,12/14/2023,3/11/2025,4/17/2025,AES,8.6,2.6,20.5,14.3,NA,7.0,11.4,
S,D,2023,348,12/14/2023,3/11/2025,4/17/2025,AES,3.2,2.2,26.8,19.6,NA,0.0,9.8,
S,E,2023,348,12/14/2023,3/11/2025,4/17/2025,AES,4.8,4.1,24.3,11.6,NA,0.4,8.8,
S,F,2023,348,12/14/2023,3/11/2025,4/17/2025,AES,6.2,3.3,20.4,9.8,NA,0.5,10.2,
S,G,2023,348,12/14/2023,3/11/2025,4/17/2025,AES,2.0,4.9,30.7,13.3,NA,2.6,11.8,
S,H,2023,348,12/14/2023,3/11/2025,4/17/2025,AES,2.3,2.0,36.0,22.1,NA,0.0,8.6,
S,I,2023,348,12/14/2023,3/11/2025,4/17/2025,AES,6.2,4.3,22.1,7.6,NA,26.7,10.4,
S,J,2023,348,12/14/2023,3/11/2025,4/17/2025,AES,5.1,6.4,23.3,12.7,NA,0.1,10.2,
S,K,2023,348,12/14/2023,3/11/2025,4/17/2025,AES,15.5,3.7,20.5,9.2,NA,2.9,11.8,
S,L,2023,348,12/14/2023,3/11/2025,4/17/2025,AES,20.8,2.8,20.5,14.3,NA,2.4,11.6,
F,A,2023,348,12/14/2023,3/25/2025,4/17/2025,AES,13.3,18.9,15.9,12.6,NA,0.0,14.7,
F,B,2023,348,12/14/2023,3/25/2025,4/17/2025,AES,27.2,17.4,18.2,15.3,NA,1.3,15.4,
F,C,2023,348,12/14/2023,3/25/2025,4/17/2025,AES,18.3,18.5,19.9,8.2,NA,0.0,14.1,
F,D,2023,348,12/14/2023,3/25/2025,4/17/2025,AES,19.2,18.6,14.7,12.8,NA,0.0,13.5,
F,E,2023,348,12/14/2023,3/25/2025,4/17/2025,AES,30.1,12.9,20.3,5.4,NA,0.4,14.9,
F,F,2023,348,12/14/2023,3/25/2025,4/17/2025,AES,11.0,18.5,19.1,8.3,NA,0.0,16.6,
F,G,2023,348,12/14/2023,3/25/2025,4/17/2025,AES,6.8,12.3,35.0,21.5,NA,0.9,40.1,
F,H,2023,348,12/14/2023,3/25/2025,4/17/2025,AES,16.4,10.1,26.8,11.5,NA,0.1,14.0,
F,I,2023,348,12/14/2023,3/25/2025,4/17/2025,AES,6.2,12.6,25.8,17.2,NA,4.9,26.3,
F,J,2023,348,12/14/2023,3/25/2025,4/17/2025,AES,6.4,13.1,21.3,12.6,NA,0.0,20.4,
F,K,2023,348,12/14/2023,3/25/2025,4/17/2025,AES,10.1,12.2,37.4,6.4,NA,1.6,21.3,
F,L,2023,348,12/14/2023,3/25/2025,4/17/2025,AES,9.5,18.0,24.7,4.5,NA,11.2,22.7,
C,A,2024,250,9/6/2024,3/28/2025,4/17/2025,AES,1.5,7.5,1.7,6.0,NA,6.6,25.1,
C,B,2024,250,9/6/2024,3/28/2025,4/17/2025,AES,2.7,6.4,1.3,5.8,NA,8.7,27.6,
C,C,2024,250,9/6/2024,3/28/2025,4/17/2025,AES,0.2,2.2,2.1,2.5,NA,4.1,11.6,
C,D,2024,250,9/6/2024,3/28/2025,4/17/2025,AES,0.5,1.8,4.5,8.4,NA,15.7,19.7,
C,E,2024,250,9/6/2024,3/28/2025,4/17/2025,AES,0.1,2.5,1.2,4.5,NA,16.8,22.1,
C,F,2024,250,9/6/2024,3/28/2025,4/17/2025,AES,0.0,2.5,0.9,4.8,NA,10.9,27.1,
C,G,2024,250,9/6/2024,3/28/2025,4/17/2025,AES,0.4,4.6,2.7,7.0,NA,7.0,22.7,
C,H,2024,250,9/6/2024,3/28/2025,4/17/2025,AES,0.0,0.4,0.6,7.9,NA,30.6,25.8,
C,I,2024,250,9/6/2024,3/28/2025,4/17/2025,AES,0.8,2.2,1.3,1.6,NA,3.3,19.6,
C,J,2024,250,9/6/2024,3/28/2025,4/17/2025,AES,0.3,1.1,1.1,3.6,NA,70.2,22.8,
C,K,2024,250,9/6/2024,3/28/2025,4/17/2025,AES,0.6,2.5,2.8,3.7,NA,40.9,20.0,
C,L,2024,250,9/6/2024,3/28/2025,4/17/2025,AES,1.3,5.6,1.5,2.0,NA,4.8,17.6,
S,A,2024,250,9/6/2024,3/31/2025,4/17/2025,AES,0.7,40.9,1.1,3.5,NA,20.1,26.6,
S,B,2024,250,9/6/2024,3/31/2025,4/17/2025,AES,0.5,58.9,1.2,2.4,NA,12.9,26.7,
S,C,2024,250,9/6/2024,3/31/2025,4/17/2025,AES,0.3,80.6,0.4,2.2,NA,20.4,26.3,
S,D,2024,250,9/6/2024,3/31/2025,4/17/2025,AES,0.3,71.5,1.0,2.8,NA,4.2,26.9,
S,E,2024,250,9/6/2024,3/31/2025,4/17/2025,AES,0.6,83.0,1.0,2.8,NA,7.2,24.3,
S,F,2024,250,9/6/2024,3/31/2025,4/17/2025,AES,0.0,94.7,1.3,3.1,NA,4.0,20.8,
S,G,2024,250,9/6/2024,3/31/2025,4/17/2025,AES,0.0,109.7,3.0,9.1,NA,34.7,23.0,
S,H,2024,250,9/6/2024,3/31/2025,4/17/2025,AES,0.0,62.3,3.3,4.2,NA,22.2,22.0,
S,I,2024,250,9/6/2024,3/31/2025,4/17/2025,AES,0.1,47.8,1.3,6.6,NA,18.4,34.5,
S,J,2024,250,9/6/2024,3/31/2025,4/17/2025,AES,0.0,40.1,2.3,5.5,NA,13.0,28.2,
S,K,2024,250,9/6/2024,3/31/2025,4/17/2025,AES,0.7,27.0,1.0,0.7,NA,2.3,20.7,
S,L,2024,250,9/6/2024,3/31/2025,4/17/2025,AES,0.6,18.3,2.1,2.8,NA,25.0,18.9,
F,A,2024,250,9/6/2024,4/1/2025,4/17/2025,AES,0.2,8.1,0.9,5.3,NA,26.8,26.5,
F,B,2024,250,9/6/2024,4/1/2025,4/17/2025,AES,0.4,18.5,1.1,2.5,NA,149.3,66.1,
F,C,2024,250,9/6/2024,4/1/2025,4/17/2025,AES,0.3,17.6,2.3,2.1,NA,10.4,36.1,
F,D,2024,250,9/6/2024,4/1/2025,4/17/2025,AES,1.0,10.5,0.7,1.6,NA,7.9,42.5,
F,E,2024,250,9/6/2024,4/1/2025,4/17/2025,AES,0.2,10.1,1.2,1.1,NA,17.1,19.6,
F,F,2024,250,9/6/2024,4/1/2025,4/17/2025,AES,0.4,14.5,0.9,2.9,NA,13.1,29.4,
F,G,2024,250,9/6/2024,4/1/2025,4/17/2025,AES,0.6,6.6,1.3,4.4,NA,35.3,30.5,
F,H,2024,250,9/6/2024,4/1/2025,4/17/2025,AES,0.5,14.2,1.2,1.7,NA,2.2,20.4,
F,I,2024,250,9/6/2024,4/1/2025,4/17/2025,AES,0.6,8.4,1.0,7.6,NA,24.7,21.3,
F,J,2024,250,9/6/2024,4/1/2025,4/17/2025,AES,0.5,12.4,3.0,1.9,NA,30.3,23.8,
F,K,2024,250,9/6/2024,4/1/2025,4/17/2025,AES,0.4,15.0,2.4,2.1,NA,10.4,26.8,
F,L,2024,250,9/6/2024,4/1/2025,4/17/2025,AES,0.3,9.9,1.9,1.1,NA,30.5,25.7,
C,A,2024,292,10/18/2024,4/10/2025,5/5/2025,AES,1.1,19.1,2.4,16.2,NA,0.0,0.7,
C,B,2024,292,10/18/2024,4/10/2025,5/5/2025,AES,2.0,29.5,1.9,23.1,NA,0.3,0.5,
C,C,2024,292,10/18/2024,4/10/2025,5/5/2025,AES,1.3,23.0,2.6,7.9,NA,0.0,0.2,
C,D,2024,292,10/18/2024,4/10/2025,5/5/2025,AES,2.1,9.3,2.5,5.1,NA,2.1,0.3,
C,E,2024,292,10/18/2024,4/10/2025,5/5/2025,AES,0.6,22.1,2.1,7.3,NA,0.1,0.7,
C,F,2024,292,10/18/2024,4/10/2025,5/5/2025,AES,0.1,20.6,1.1,8.0,NA,11.0,7.0,
C,G,2024,292,10/18/2024,4/10/2025,5/5/2025,AES,0.3,10.2,0.8,14.8,NA,0.5,0.7,
C,H,2024,292,10/18/2024,4/10/2025,5/5/2025,AES,0.5,17.8,2.4,13.2,NA,0.5,0.9,
C,I,2024,292,10/18/2024,4/10/2025,5/5/2025,AES,5.0,18.6,1.0,10.1,NA,3.0,1.3,
C,J,2024,292,10/18/2024,4/10/2025,5/5/2025,AES,0.8,41.3,3.4,6.3,NA,31.5,0.2,
C,K,2024,292,10/18/2024,4/10/2025,5/5/2025,AES,1.7,12.4,3.5,8.2,NA,0.1,0.5,
C,L,2024,292,10/18/2024,4/10/2025,5/5/2025,AES,2.4,13.6,3.3,16.2,NA,0.2,0.2,
S,A,2024,292,10/18/2024,4/15/2025,5/5/2025,AES,1.4,27.4,5.6,10.7,NA,0.1,0.6,
S,B,2024,292,10/18/2024,4/15/2025,5/5/2025,AES,3.8,50.7,4.3,10.2,NA,1.6,0.7,
S,C,2024,292,10/18/2024,4/15/2025,5/5/2025,AES,3.4,63.9,4.5,6.8,NA,0.3,0.6,
S,D,2024,292,10/18/2024,4/15/2025,5/5/2025,AES,0.7,46.0,5.8,14.0,NA,1.6,0.8,
S,E,2024,292,10/18/2024,4/15/2025,5/5/2025,AES,1.7,26.3,5.8,8.8,NA,0.8,0.5,
S,F,2024,292,10/18/2024,4/15/2025,5/5/2025,AES,0.6,39.3,5.2,8.8,NA,0.4,0.6,
S,G,2024,292,10/18/2024,4/15/2025,5/5/2025,AES,0.3,34.1,4.0,5.7,NA,4.0,1.5,
S,H,2024,292,10/18/2024,4/15/2025,5/5/2025,AES,0.1,28.0,9.6,9.3,NA,2.9,0.4,
S,I,2024,292,10/18/2024,4/15/2025,5/5/2025,AES,0.1,48.2,6.0,12.8,NA,6.9,0.6,
S,J,2024,292,10/18/2024,4/15/2025,5/5/2025,AES,0.4,55.0,8.7,10.0,NA,5.3,1.3,
S,K,2024,292,10/18/2024,4/15/2025,5/5/2025,AES,0.5,58.0,3.4,5.0,NA,0.0,0.8,
S,L,2024,292,10/18/2024,4/15/2025,5/5/2025,AES,4.4,34.8,4.2,21.4,NA,14.4,1.4,
F,A,2024,292,10/18/2024,4/17/2025,5/5/2025,AES,0.3,37.8,1.5,10.1,NA,8.7,2.5,
F,B,2024,292,10/18/2024,4/17/2025,5/5/2025,AES,0.6,47.1,2.4,3.6,NA,2.7,1.9,
F,C,2024,292,10/18/2024,4/17/2025,5/5/2025,AES,1.5,56.7,2.2,6.0,NA,0.6,1.3,
F,D,2024,292,10/18/2024,4/17/2025,5/5/2025,AES,1.8,55.3,4.5,3.8,NA,1.3,2.9,
F,E,2024,292,10/18/2024,4/17/2025,5/5/2025,AES,0.7,45.3,3.4,3.5,NA,0.5,1.0,
F,F,2024,292,10/18/2024,4/17/2025,5/5/2025,AES,0.3,49.4,3.0,4.5,NA,0.0,2.4,
F,G,2024,292,10/18/2024,4/17/2025,5/5/2025,AES,1.3,29.8,2.3,5.7,NA,5.7,1.4,
F,H,2024,292,10/18/2024,4/17/2025,5/5/2025,AES,1.3,51.5,2.4,5.8,NA,0.1,0.8,
F,I,2024,292,10/18/2024,4/17/2025,5/5/2025,AES,0.9,47.8,2.3,7.6,NA,0.4,1.4,
F,J,2024,292,10/18/2024,4/17/2025,5/5/2025,AES,1.0,45.4,3.2,5.1,NA,0.0,1.6,
F,K,2024,292,10/18/2024,4/17/2025,5/5/2025,AES,0.2,60.7,4.4,5.3,NA,0.1,1.4,
F,L,2024,292,10/18/2024,4/17/2025,5/5/2025,AES,1.5,42.1,2.7,5.3,NA,135.8,2.6,
C,A,2024,299,10/25/2024,4/23/2025,5/5/2025,AES,3.7,2.9,1.1,12.1,NA,0.0,0.2,
C,B,2024,299,10/25/2024,4/23/2025,5/5/2025,AES,8.3,4.8,0.8,5.7,NA,0.0,0.1,
C,C,2024,299,10/25/2024,4/23/2025,5/5/2025,AES,2.6,4.6,2.9,2.8,NA,0.0,0.1,
C,D,2024,299,10/25/2024,4/23/2025,5/5/2025,AES,2.5,5.7,1.1,0.9,NA,0.0,0.1,
C,E,2024,299,10/25/2024,4/23/2025,5/5/2025,AES,0.8,4.5,0.0,4.1,NA,0.0,0.2,
C,F,2024,299,10/25/2024,4/23/2025,5/5/2025,AES,0.3,9.0,0.5,6.8,NA,0.1,0.2,
C,G,2024,299,10/25/2024,4/23/2025,5/5/2025,AES,1.1,7.3,0.6,2.9,NA,0.0,0.1,
C,H,2024,299,10/25/2024,4/23/2025,5/5/2025,AES,1.5,7.4,0.6,4.9,NA,0.0,0.5,
C,I,2024,299,10/25/2024,4/23/2025,5/5/2025,AES,7.5,7.5,0.7,2.1,NA,0.0,0.2,
C,J,2024,299,10/25/2024,4/23/2025,5/5/2025,AES,2.9,3.0,0.7,4.7,NA,0.0,0.4,
C,K,2024,299,10/25/2024,4/23/2025,5/5/2025,AES,5.2,5.9,0.7,1.9,NA,0.3,0.5,
C,L,2024,299,10/25/2024,4/23/2025,5/5/2025,AES,22.1,2.5,1.2,9.0,NA,0.0,0.1,
S,A,2024,299,10/25/2024,4/23/2025,5/5/2025,AES,1.6,0.6,1.3,1.6,NA,0.0,0.1,
S,B,2024,299,10/25/2024,4/23/2025,5/5/2025,AES,1.6,3.4,1.5,0.2,NA,0.0,0.2,
S,C,2024,299,10/25/2024,4/23/2025,5/5/2025,AES,0.2,2.0,0.5,1.5,NA,0.0,0.2,
S,D,2024,299,10/25/2024,4/23/2025,5/5/2025,AES,1.5,1.7,1.5,1.9,NA,0.0,0.2,
S,E,2024,299,10/25/2024,4/23/2025,5/5/2025,AES,7.3,0.4,2.4,0.3,NA,0.0,0.2,
S,F,2024,299,10/25/2024,4/23/2025,5/5/2025,AES,1.2,1.7,2.7,0.2,NA,0.7,0.2,
S,G,2024,299,10/25/2024,4/23/2025,5/5/2025,AES,0.5,2.3,3.4,0.6,NA,0.0,0.1,
S,H,2024,299,10/25/2024,4/23/2025,5/5/2025,AES,0.0,1.1,4.2,8.7,NA,0.0,0.1,
S,I,2024,299,10/25/2024,4/23/2025,5/5/2025,AES,0.6,1.1,1.4,0.9,NA,0.0,0.1,
S,J,2024,299,10/25/2024,4/23/2025,5/5/2025,AES,0.3,6.6,2.0,0.8,NA,0.1,0.1,
S,K,2024,299,10/25/2024,4/23/2025,5/5/2025,AES,2.6,6.1,0.6,1.7,NA,0.2,0.2,
S,L,2024,299,10/25/2024,4/23/2025,5/5/2025,AES,0.9,1.7,1.0,3.6,NA,2.2,0.1,
F,A,2024,299,10/25/2024,4/24/2025,5/5/2025,AES,1.0,11.8,0.3,1.9,NA,0.0,0.9,
F,B,2024,299,10/25/2024,4/24/2025,5/5/2025,AES,0.9,8.4,0.6,0.6,NA,0.0,0.5,
F,C,2024,299,10/25/2024,4/24/2025,5/5/2025,AES,0.1,14.2,0.1,1.8,NA,0.0,4.3,
F,D,2024,299,10/25/2024,4/24/2025,5/5/2025,AES,1.9,9.6,0.7,0.5,NA,0.0,0.7,
F,E,2024,299,10/25/2024,4/24/2025,5/5/2025,AES,0.6,11.0,0.9,0.4,NA,0.4,0.9,
F,F,2024,299,10/25/2024,4/24/2025,5/5/2025,AES,2.0,8.0,0.0,0.3,NA,0.0,0.7,
F,G,2024,299,10/25/2024,4/24/2025,5/5/2025,AES,0.5,4.1,0.8,3.4,NA,0.0,0.9,
F,H,2024,299,10/25/2024,4/24/2025,5/5/2025,AES,0.4,6.9,0.1,1.1,NA,0.0,0.2,
F,I,2024,299,10/25/2024,4/24/2025,5/5/2025,AES,0.6,3.9,1.0,4.6,NA,0.1,1.2,
F,J,2024,299,10/25/2024,4/24/2025,5/5/2025,AES,1.8,10.6,1.2,0.8,NA,0.0,1.0,
F,K,2024,299,10/25/2024,4/24/2025,5/5/2025,AES,0.1,13.7,1.1,0.8,NA,0.0,0.3,
F,L,2024,299,10/25/2024,4/24/2025,5/5/2025,AES,0.5,17.0,0.2,0.3,NA,0.0,0.6,
C,A,2024,306,11/1/2024,4/24/2025,5/5/2025,AES,8.2,17.3,5.2,38.9,NA,0.5,0.6,
C,B,2024,306,11/1/2024,4/24/2025,5/5/2025,AES,7.5,6.0,5.5,40.1,NA,0.0,0.1,
C,C,2024,306,11/1/2024,4/24/2025,5/5/2025,AES,2.4,11.8,15.3,24.1,NA,0.0,0.0,
C,D,2024,306,11/1/2024,4/24/2025,5/5/2025,AES,7.4,20.9,10.3,17.3,NA,0.0,0.1,
C,E,2024,306,11/1/2024,4/24/2025,5/5/2025,AES,2.5,6.5,5.5,35.5,NA,0.3,0.5,
C,F,2024,306,11/1/2024,4/24/2025,5/5/2025,AES,1.0,11.9,7.5,27.2,NA,0.1,0.1,
C,G,2024,306,11/1/2024,4/24/2025,5/5/2025,AES,3.0,37.0,5.8,22.0,NA,0.1,0.3,
C,H,2024,306,11/1/2024,4/24/2025,5/5/2025,AES,5.7,28.3,3.3,26.7,NA,0.0,0.3,
C,I,2024,306,11/1/2024,4/24/2025,5/5/2025,AES,12.4,26.1,7.7,21.7,NA,0.0,0.3,
C,J,2024,306,11/1/2024,4/24/2025,5/5/2025,AES,15.1,12.0,5.6,25.5,NA,0.1,0.2,
C,K,2024,306,11/1/2024,4/24/2025,5/5/2025,AES,17.3,16.8,9.7,12.1,NA,0.0,0.1,
C,L,2024,306,11/1/2024,4/24/2025,5/5/2025,AES,9.3,27.3,10.3,22.5,NA,0.0,0.3,
S,A,2024,306,11/1/2024,4/24/2025,5/5/2025,AES,10.6,2.9,13.3,3.3,NA,0.0,1.0,
S,B,2024,306,11/1/2024,4/24/2025,5/5/2025,AES,8.9,0.4,6.0,4.0,NA,0.0,1.3,
S,C,2024,306,11/1/2024,4/24/2025,5/5/2025,AES,4.9,6.5,4.7,9.1,NA,0.0,1.4,
S,D,2024,306,11/1/2024,4/24/2025,5/5/2025,AES,2.4,3.1,8.4,9.3,NA,0.0,1.9,
S,E,2024,306,11/1/2024,4/24/2025,5/5/2025,AES,8.0,1.4,10.2,6.1,NA,0.0,1.1,
S,F,2024,306,11/1/2024,4/24/2025,5/5/2025,AES,6.9,0.8,15.0,2.7,NA,0.0,1.1,
S,G,2024,306,11/1/2024,4/24/2025,5/5/2025,AES,1.5,2.6,16.0,3.7,NA,0.0,0.8,
S,H,2024,306,11/1/2024,4/24/2025,5/5/2025,AES,0.9,1.2,17.9,13.8,NA,0.0,0.4,
S,I,2024,306,11/1/2024,4/24/2025,5/5/2025,AES,5.1,1.1,12.0,4.4,NA,0.0,0.7,
S,J,2024,306,11/1/2024,4/24/2025,5/5/2025,AES,8.8,1.0,9.8,3.3,NA,0.0,0.6,
S,K,2024,306,11/1/2024,4/24/2025,5/5/2025,AES,12.0,5.7,7.6,1.3,NA,0.0,1.1,
S,L,2024,306,11/1/2024,4/24/2025,5/5/2025,AES,14.3,2.7,7.0,4.7,NA,0.0,0.8,
F,A,2024,306,11/1/2024,4/29/2025,5/5/2025,AES,1.8,32.7,0.9,4.3,NA,0.0,2.1,
F,B,2024,306,11/1/2024,4/29/2025,5/5/2025,AES,3.6,27.0,1.5,3.3,NA,0.3,2.6,
F,C,2024,306,11/1/2024,4/29/2025,5/5/2025,AES,4.1,43.3,5.8,3.0,NA,0.0,2.1,
F,D,2024,306,11/1/2024,4/29/2025,5/5/2025,AES,4.1,22.3,3.9,1.5,NA,0.0,1.9,
F,E,2024,306,11/1/2024,4/29/2025,5/5/2025,AES,3.5,28.8,3.5,1.0,NA,1.1,4.9,
F,F,2024,306,11/1/2024,4/29/2025,5/5/2025,AES,8.2,39.1,3.0,3.6,NA,0.0,2.7,
F,G,2024,306,11/1/2024,4/29/2025,5/5/2025,AES,3.3,12.4,7.7,21.1,NA,0.0,2.1,
F,H,2024,306,11/1/2024,4/29/2025,5/5/2025,AES,1.9,14.9,2.3,4.2,NA,0.0,0.7,
F,I,2024,306,11/1/2024,4/29/2025,5/5/2025,AES,3.9,22.2,6.9,12.1,NA,0.0,1.8,
F,J,2024,306,11/1/2024,4/29/2025,5/5/2025,AES,4.7,24.2,5.0,5.1,NA,0.0,1.8,
F,K,2024,306,11/1/2024,4/29/2025,5/5/2025,AES,0.9,22.4,6.7,4.5,NA,0.0,1.4,
F,L,2024,306,11/1/2024,4/29/2025,5/5/2025,AES,1.6,28.9,4.0,1.9,NA,0.6,1.7,
C,A,2024,313,11/8/2024,4/24/2025,5/5/2025,AES,2.7,6.0,18.1,33.6,NA,0.0,0.3,
C,B,2024,313,11/8/2024,4/24/2025,5/5/2025,AES,1.6,3.8,13.0,39.7,NA,0.0,0.1,
C,C,2024,313,11/8/2024,4/24/2025,5/5/2025,AES,2.1,3.6,24.4,21.6,NA,0.0,0.3,
C,D,2024,313,11/8/2024,4/24/2025,5/5/2025,AES,1.0,4.3,31.8,20.4,NA,0.0,0.2,
C,E,2024,313,11/8/2024,4/24/2025,5/5/2025,AES,0.7,6.5,17.4,41.5,NA,0.0,0.2,
C,F,2024,313,11/8/2024,4/24/2025,5/5/2025,AES,0.0,4.7,15.0,36.9,NA,0.0,0.2,
C,G,2024,313,11/8/2024,4/24/2025,5/5/2025,AES,0.8,9.5,14.1,46.2,NA,0.1,0.4,
C,H,2024,313,11/8/2024,4/24/2025,5/5/2025,AES,0.4,7.6,13.8,44.7,NA,0.0,0.2,
C,I,2024,313,11/8/2024,4/24/2025,5/5/2025,AES,2.7,10.8,19.7,31.4,NA,0.3,1.1,
C,J,2024,313,11/8/2024,4/24/2025,5/5/2025,AES,4.8,3.8,15.7,36.8,NA,0.0,0.3,
C,K,2024,313,11/8/2024,4/24/2025,5/5/2025,AES,1.9,3.8,26.0,21.1,NA,0.0,1.9,
C,L,2024,313,11/8/2024,4/24/2025,5/5/2025,AES,3.3,7.8,22.8,25.4,NA,0.0,0.2,
S,A,2024,313,11/8/2024,4/29/2025,5/5/2025,AES,13.1,1.0,18.8,3.0,NA,0.0,0.6,
S,B,2024,313,11/8/2024,4/29/2025,5/5/2025,AES,12.7,1.8,14.2,2.4,NA,0.0,0.6,
S,C,2024,313,11/8/2024,4/29/2025,5/5/2025,AES,5.6,0.4,18.3,8.2,NA,0.0,0.8,
S,D,2024,313,11/8/2024,4/29/2025,5/5/2025,AES,2.5,2.1,18.8,13.3,NA,2.0,0.9,
S,E,2024,313,11/8/2024,4/29/2025,5/5/2025,AES,2.7,2.9,15.9,5.8,NA,0.0,0.5,
S,F,2024,313,11/8/2024,4/29/2025,5/5/2025,AES,7.9,1.3,14.5,1.8,NA,0.0,0.6,
S,G,2024,313,11/8/2024,4/29/2025,5/5/2025,AES,1.0,0.7,12.8,4.2,NA,0.5,0.8,
S,H,2024,313,11/8/2024,4/29/2025,5/5/2025,AES,2.5,1.6,16.1,10.1,NA,0.3,0.5,
S,I,2024,313,11/8/2024,4/29/2025,5/5/2025,AES,7.0,0.9,17.8,3.2,NA,0.0,0.4,
S,J,2024,313,11/8/2024,4/29/2025,5/5/2025,AES,4.9,2.2,8.3,3.0,NA,0.0,0.6,
S,K,2024,313,11/8/2024,4/29/2025,5/5/2025,AES,9.2,3.4,13.8,4.1,NA,0.0,0.8,
S,L,2024,313,11/8/2024,4/29/2025,5/5/2025,AES,18.2,1.2,14.1,7.1,NA,0.0,0.6,
F,A,2024,313,11/8/2024,5/1/2025,5/5/2025,AES,9.4,18.5,7.6,2.1,NA,0.0,1.2,
F,B,2024,313,11/8/2024,5/1/2025,5/5/2025,AES,14.5,18.3,8.7,3.9,NA,0.0,1.2,
F,C,2024,313,11/8/2024,5/1/2025,5/5/2025,AES,5.5,27.5,9.6,4.2,NA,0.0,1.1,
